iso2c,country,inflation_rate,year
AL,Albania,2.02079042583029,2018
AL,Albania,1.99392810482024,2017
AL,Albania,1.27512528113289,2016
AL,Albania,1.91001697792868,2015
AL,Albania,1.61304235314414,2014
AL,Albania,1.92544399507649,2013
AL,Albania,2.03642235579081,2012
AL,Albania,3.44283593170005,2011
AL,Albania,3.61538461538463,2010
AL,Albania,2.23139683475865,2009
AL,Albania,3.36313757366391,2008
AL,Albania,2.93268248162318,2007
AL,Albania,2.37072831904285,2006
AL,Albania,2.36658195679796,2005
AL,Albania,2.28001916938101,2004
AL,Albania,0.484002611818483,2003
AL,Albania,7.77052583431549,2002
AL,Albania,3.10758827031435,2001
AL,Albania,0.0500181363468431,2000
AL,Albania,0.389437653561606,1999
AL,Albania,20.6428588670596,1998
AL,Albania,33.1802743753956,1997
AL,Albania,12.7254778087103,1996
AL,Albania,7.79321853789213,1995
AM,Armenia,2.52023382001631,2018
AM,Armenia,0.969553268816231,2017
AM,Armenia,-1.40360755900906,2016
AM,Armenia,3.73169119261695,2015
AM,Armenia,2.98130868933673,2014
AM,Armenia,5.78966778544654,2013
AM,Armenia,2.55802007757907,2012
AM,Armenia,7.6500080785929,2011
AM,Armenia,8.17636138473956,2010
AM,Armenia,3.40676682683799,2009
AM,Armenia,8.94995335353386,2008
AM,Armenia,4.40736089644519,2007
AM,Armenia,2.89235662459002,2006
AM,Armenia,0.638928002410126,2005
AM,Armenia,6.96126135875792,2004
AM,Armenia,4.72155336605342,2003
AM,Armenia,1.06004929341667,2002
AM,Armenia,3.14590464685019,2001
AM,Armenia,-0.790883768934766,2000
AM,Armenia,0.648245760470397,1999
AM,Armenia,8.6724863238516,1998
AM,Armenia,13.960764121791,1997
AM,Armenia,18.681185640036,1996
AM,Armenia,175.951325534583,1995
AT,Austria,1.99838187702266,2018
AT,Austria,2.08126858275521,2017
AT,Austria,0.891592367302732,2016
AT,Austria,0.896565315628228,2015
AT,Austria,1.60580414549751,2014
AT,Austria,2.00015891157196,2013
AT,Austria,2.48567352860068,2012
AT,Austria,3.28658197365512,2011
AT,Austria,1.81353628033681,2010
AT,Austria,0.506308350120954,2009
AT,Austria,3.21595022953491,2008
AT,Austria,2.16855599824037,2007
AT,Austria,1.44154696188379,2006
AT,Austria,2.29913882222146,2005
AT,Austria,2.06120354001778,2004
AT,Austria,1.35555673319826,2003
AT,Austria,1.81035953871319,2002
AT,Austria,2.64999922285055,2001
AT,Austria,2.34486455542566,2000
AT,Austria,0.568990766899814,1999
AT,Austria,0.922465840847906,1998
AT,Austria,1.30598307237497,1997
AT,Austria,1.86097376901842,1996
AT,Austria,2.24336668054029,1995
AZ,Azerbaijan,1.92188306553188,2018
AZ,Azerbaijan,12.9048912053168,2017
AZ,Azerbaijan,12.4494955236962,2016
AZ,Azerbaijan,4.00943826686826,2015
AZ,Azerbaijan,1.38972635776453,2014
AZ,Azerbaijan,2.41886988429667,2013
AZ,Azerbaijan,1.06810301380607,2012
AZ,Azerbaijan,7.8523837676544,2011
AZ,Azerbaijan,5.73238742950904,2010
AZ,Azerbaijan,1.46315997358782,2009
AZ,Azerbaijan,20.8372928966452,2008
AZ,Azerbaijan,16.6612577660859,2007
AZ,Azerbaijan,8.3289248286321,2006
AZ,Azerbaijan,9.67950731917053,2005
AZ,Azerbaijan,6.70893042797783,2004
AZ,Azerbaijan,2.23386492967051,2003
AZ,Azerbaijan,2.77116471998272,2002
AZ,Azerbaijan,1.54719590152275,2001
AZ,Azerbaijan,1.80500303704359,2000
AZ,Azerbaijan,-8.52517000536064,1999
AZ,Azerbaijan,-0.772697886033174,1998
AZ,Azerbaijan,3.67434809684729,1997
AZ,Azerbaijan,19.7948028061899,1996
AZ,Azerbaijan,411.759641777268,1995
BE,Belgium,2.05316499865181,2018
BE,Belgium,2.12597086002609,2017
BE,Belgium,1.97385264653172,2016
BE,Belgium,0.561429152790106,2015
BE,Belgium,0.340002833356965,2014
BE,Belgium,1.11309594027537,2013
BE,Belgium,2.83966343445897,2012
BE,Belgium,3.53208210722744,2011
BE,Belgium,2.18929920422458,2010
BE,Belgium,-0.0531456741253762,2009
BE,Belgium,4.48944420508401,2008
BE,Belgium,1.8230563002681,2007
BE,Belgium,1.79120770070454,2006
BE,Belgium,2.78143263670025,2005
BE,Belgium,2.09728311239314,2004
BE,Belgium,1.58896399970379,2003
BE,Belgium,1.64521436175359,2002
BE,Belgium,2.46925823086078,2001
BE,Belgium,2.54451776190906,2000
BE,Belgium,1.12084823417844,1999
BE,Belgium,0.949250288350641,1998
BE,Belgium,1.62816049512961,1997
BE,Belgium,2.07702107350668,1996
BE,Belgium,1.46796699090272,1995
BG,Bulgaria,2.81186840582685,2018
BG,Bulgaria,2.06435506312528,2017
BG,Bulgaria,-0.798749090253956,2016
BG,Bulgaria,-0.104633261008417,2015
BG,Bulgaria,-1.41818380264842,2014
BG,Bulgaria,0.89009354091303206,2013
BG,Bulgaria,2.95456829831017,2012
BG,Bulgaria,4.21990346601875,2011
BG,Bulgaria,2.43899060504117,2010
BG,Bulgaria,2.75320223914816,2009
BG,Bulgaria,12.3487195994021,2008
BG,Bulgaria,8.40253419005894,2007
BG,Bulgaria,7.26159462769947,2006
BG,Bulgaria,5.03883807111907,2005
BG,Bulgaria,6.1471307424627,2004
BG,Bulgaria,2.34864169582755,2003
BG,Bulgaria,5.81014365721823,2002
BG,Bulgaria,7.36093927231849,2001
BG,Bulgaria,10.3162621289989,2000
BG,Bulgaria,2.57304281890204,1999
BG,Bulgaria,18.6722044420641,1998
BG,Bulgaria,1058.37355921973,1997
BG,Bulgaria,121.60754244925,1996
BG,Bulgaria,62.0548336837993,1995
BA,Bosnia and Herzegovina,NA,2018
BA,Bosnia and Herzegovina,1.16881263730923,2017
BA,Bosnia and Herzegovina,-1.08913031771457,2016
