"Sex","Measurement","Country","1990","1995","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Female","Percent of total for both sexes","Albania",32.4,7.1,5.2,5.2,5.7,..,5.7,6.4,7.1,7.1,7.1,..,16.4,16.4,15.7,..,20.0,20.7,22.9,27.9,27.9
"Female","Percent of total for both sexes","Armenia",..,6.3,3.1,3.1,3.1,..,4.6,5.3,5.3,9.2,9.2,8.4,9.2,9.2,10.7,10.7,10.7,10.7,10.7,18.1,18.1
"Female","Percent of total for both sexes","Austria",19.7,21.9,26.8,26.8,26.8,33.9,33.9,33.9,33.9,32.2,32.8,27.9,27.9,27.9,27.9,27.9,32.2,30.6,30.6,34.4,34.4
"Female","Percent of total for both sexes","Azerbaijan",..,12.0,12.0,10.5,10.5,10.5,10.5,10.5,11.3,11.3,11.4,11.4,11.4,16.0,16.0,16.0,15.6,15.6,16.9,16.8,16.8
"Female","Percent of total for both sexes","Belarus",..,..,4.5,10.3,10.3,10.3,10.3,29.4,29.1,29.1,29.1,31.8,31.8,31.8,31.8,26.6,26.6,27.3,27.3,34.5,34.5
"Female","Percent of total for both sexes","Belgium",..,12.7,23.3,23.3,23.3,35.3,35.3,34.7,34.7,34.7,35.3,35.3,39.3,39.3,38.0,38.0,39.3,39.3,39.3,38.0,38.0
"Female","Percent of total for both sexes","Bosnia and Herzegovina",..,..,28.6,7.1,7.1,16.7,16.7,16.7,16.7,14.3,11.9,11.9,19.0,16.7,21.4,21.4,21.4,21.4,21.4,21.4,21.4
"Female","Percent of total for both sexes","Bulgaria",..,10.8,10.8,..,26.2,26.2,26.2,20.8,22.1,22.1,21.7,21.7,20.8,20.8,20.8,24.6,24.6,20.4,20.4,23.8,23.8
"Female","Percent of total for both sexes","Croatia",4.5,7.1,21.9,21.9,20.5,20.5,17.8,21.7,21.7,21.7,20.9,20.9,23.5,23.5,23.8,23.8,23.8,25.8,15.2,18.5,18.5
"Female","Percent of total for both sexes","Cyprus",1.8,5.4,7.1,10.7,10.7,10.7,10.7,16.1,14.3,14.3,14.3,14.3,12.5,10.7,10.7,10.7,12.5,12.5,17.9,17.9,17.9
"Female","Percent of total for both sexes","Czechia",14.1,10.3,15.0,15.0,17.0,17.0,17.0,17.0,15.5,15.5,15.5,15.5,22.0,22.0,22.0,22.0,19.5,20.0,20.0,22.0,22.0
"Female","Percent of total for both sexes","Denmark",..,33.0,37.4,37.4,38.0,38.0,38.0,36.9,36.9,36.9,38.0,38.0,38.0,38.0,39.1,39.1,39.1,37.4,37.4,37.4,37.4
"Female","Percent of total for both sexes","Estonia",11.9,11.9,17.8,17.8,17.8,18.8,18.8,18.8,18.8,21.8,20.8,20.8,22.8,19.8,19.8,20.8,19.0,23.8,23.8,26.7,26.7
"Female","Percent of total for both sexes","Finland",31.5,33.5,36.5,36.5,36.5,37.5,37.5,37.5,37.5,42.0,41.5,41.5,40.0,42.5,42.5,42.5,42.5,41.5,41.5,42.0,42.0
"Female","Percent of total for both sexes","France",5.6,5.9,10.9,10.9,12.3,12.2,12.2,12.2,12.2,18.5,18.2,18.2,18.9,18.9,26.9,26.9,26.2,26.2,26.2,39.0,39.0
"Female","Percent of total for both sexes","Georgia",6.4,6.0,7.2,7.2,7.2,7.2,9.4,9.4,9.4,9.4,6.0,5.1,6.5,6.5,6.6,12.0,12.0,11.3,11.3,16.0,16.0
"Female","Percent of total for both sexes","Germany",26.3,30.8,30.9,30.9,31.7,32.2,32.2,32.8,31.8,31.6,31.6,32.2,32.8,32.8,32.9,32.9,36.5,36.5,36.5,30.7,30.7
"Female","Percent of total for both sexes","Greece",..,6.3,..,8.7,8.7,8.7,14.0,14.0,13.0,13.0,14.7,14.7,17.3,17.3,21.0,21.0,21.0,23.0,19.7,18.3,18.3
"Female","Percent of total for both sexes","Hungary",7.3,11.1,8.3,8.3,9.1,9.8,9.8,9.1,10.4,10.4,11.1,11.1,9.1,9.1,8.8,8.8,10.1,10.1,10.1,10.1,10.1
"Female","Percent of total for both sexes","Iceland",21.4,25.4,34.9,34.9,34.9,30.2,30.2,30.2,33.3,31.7,33.3,42.9,42.9,42.9,39.7,39.7,39.7,41.3,41.3,38.1,38.1
"Female","Percent of total for both sexes","Ireland",7.8,13.3,12.0,12.0,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.9,14.5,15.1,15.1,15.7,16.3,22.2,22.2,22.2
"Female","Percent of total for both sexes","Italy",..,11.1,11.1,9.8,9.8,11.5,11.5,11.5,17.3,17.3,21.3,21.3,21.3,21.3,21.6,31.4,31.4,31.0,31.0,31.0,35.7
"Female","Percent of total for both sexes","Kazakhstan",..,13.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,15.9,15.9,17.8,17.8,24.3,24.3,25.2,26.2,27.1,27.1,27.1
"Female","Percent of total for both sexes","Kyrgyzstan",..,1.4,2.3,10.0,10.0,10.0,10.0,3.2,0.0,0.0,25.6,25.6,25.6,23.3,23.3,23.3,23.3,23.3,19.2,19.2,19.2
"Female","Percent of total for both sexes","Latvia",..,9.0,17.0,17.0,17.0,21.0,21.0,21.0,21.0,19.0,20.0,20.0,22.0,20.0,23.0,23.0,25.0,18.0,18.0,16.0,16.0
"Female","Percent of total for both sexes","Lithuania",7.1,18.0,17.5,10.6,10.6,10.6,10.6,22.0,22.0,24.8,22.7,17.7,19.1,19.1,19.1,24.1,24.1,23.4,23.4,21.3,21.3
"Female","Percent of total for both sexes","Luxembourg",16.7,16.7,16.7,16.7,16.7,16.7,20.0,23.3,23.3,23.3,23.3,25.0,20.0,20.0,25.0,21.7,28.3,28.3,28.3,28.3,28.3
"Female","Percent of total for both sexes","Malta",..,5.8,9.2,9.2,9.2,7.7,9.2,9.2,9.2,9.2,8.7,8.7,8.7,8.7,8.7,14.3,14.3,12.9,12.9,11.9,11.9
"Female","Percent of total for both sexes","Montenegro",..,..,..,..,..,..,..,..,12.5,8.6,11.1,6.2,11.1,11.1,12.3,17.3,14.8,17.3,18.5,23.5,23.5
"Female","Percent of total for both sexes","Netherlands",22.7,32.7,36.0,36.0,34.0,36.7,36.7,36.7,36.7,36.7,39.3,41.3,40.7,39.3,40.7,38.7,38.7,37.3,37.3,36.0,36.0
"Female","Percent of total for both sexes","North Macedonia",4.2,3.3,7.5,6.7,6.7,18.3,18.3,19.2,19.2,28.3,30.0,28.3,32.5,30.9,30.9,34.1,32.5,33.3,33.3,37.5,37.5
"Female","Percent of total for both sexes","Norway",35.8,39.4,36.4,36.4,36.4,36.4,36.4,38.2,37.9,37.9,36.1,36.1,39.6,39.6,39.6,39.6,39.6,39.6,39.6,41.4,41.4
"Female","Percent of total for both sexes","Poland",13.5,13.0,13.0,13.0,20.2,20.2,20.2,20.2,20.4,20.4,20.2,20.2,20.0,20.0,23.7,23.7,24.3,24.1,27.4,28.0,28.0
"Female","Percent of total for both sexes","Portugal",..,13.0,17.4,18.7,19.1,19.1,19.1,21.3,21.3,21.3,28.3,28.3,27.4,26.5,28.7,28.7,31.3,31.3,34.8,34.8,34.8
"Female","Percent of total for both sexes","Republic of Moldova",3.8,4.8,8.9,12.9,12.9,12.9,12.9,..,21.8,21.8,21.8,23.8,23.8,18.8,19.8,19.8,18.8,21.8,21.8,22.8,22.8
"Female","Percent of total for both sexes","Romania",..,7.3,7.3,10.7,10.7,10.7,10.7,11.2,11.2,11.2,9.4,11.4,11.4,11.4,11.2,13.3,13.5,13.7,13.7,20.7,20.7
"Female","Percent of total for both sexes","Russian Federation",..,10.2,7.7,7.6,7.6,7.6,9.8,9.8,9.8,9.8,14.0,14.0,14.0,14.0,13.6,13.6,..,..,..,..,..
"Female","Percent of total for both sexes","Serbia",..,..,..,..,..,..,..,..,12.0,20.4,21.6,21.6,21.6,21.6,32.4,33.2,34.0,34.0,34.0,34.4,34.4
"Female","Percent of total for both sexes","Slovakia",14.7,14.7,14.0,14.0,14.0,19.3,19.3,16.7,16.0,19.3,19.3,19.3,15.3,16.0,17.3,18.7,18.7,18.7,20.0,20.0,20.0
"Female","Percent of total for both sexes","Slovenia",15.0,13.3,10.0,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,13.3,14.4,14.4,32.2,32.2,33.3,36.7,36.7,36.7,36.7
"Female","Percent of total for both sexes","Spain",13.9,24.7,28.3,28.3,28.3,28.3,36.0,36.0,36.0,36.0,36.3,36.3,36.6,36.6,36.0,36.0,39.7,41.1,39.1,39.1,39.1
"Female","Percent of total for both sexes","Sweden",..,40.4,42.7,42.7,42.7,45.3,45.3,45.3,45.3,47.3,47.0,47.0,46.4,45.0,44.7,44.7,45.0,43.6,43.6,43.6,43.6
"Female","Percent of total for both sexes","Switzerland",17.5,21.5,23.0,23.0,23.0,23.0,25.0,25.0,25.0,25.0,28.5,28.5,29.0,29.0,28.5,29.0,31.0,30.5,32.0,32.5,32.5
"Female","Percent of total for both sexes","Tajikistan",..,2.8,15.0,12.7,12.7,12.7,12.7,17.5,17.5,17.5,17.5,17.5,19.0,19.0,19.0,19.0,15.9,19.0,19.0,19.0,19.0
"Female","Percent of total for both sexes","Turkey",1.3,2.9,4.2,4.2,4.2,4.4,4.4,4.4,4.4,4.4,9.1,9.1,9.1,14.2,14.2,14.2,14.4,17.8,14.9,14.6,14.6
"Female","Percent of total for both sexes","Turkmenistan",..,18.0,26.0,26.0,26.0,26.0,26.0,16.0,16.0,16.0,16.0,16.8,16.8,16.8,16.8,16.8,26.4,25.8,25.8,25.8,24.8
"Female","Percent of total for both sexes","Ukraine",..,3.8,7.8,7.8,..,5.3,5.3,5.3,7.1,8.7,8.2,8.2,8.0,8.0,8.0,9.4,9.7,11.8,12.0,12.3,12.3
"Female","Percent of total for both sexes","United Kingdom",6.3,9.2,18.4,17.9,17.9,17.9,17.9,19.7,19.7,19.7,19.5,19.5,22.0,22.0,22.3,22.5,22.6,29.4,29.6,32.0,32.0
"Female","Percent of total for both sexes","Uzbekistan",..,6.0,7.2,7.2,7.2,7.2,7.2,17.5,17.5,17.5,17.5,17.5,22.0,22.0,22.0,22.0,22.0,16.0,16.0,16.0,16.0
